PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_NATION_NAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_NAME,FIRST_AUTHOR_NATION_STATUS_NAME,FIRST_AUTHOR_NATION_SURNAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,FIRST_AUTHOR_NATION_STATUS_SURNAME,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,FIRST_AUTHOR_SELECTED_NATION_CATEGORY,LAST_AUTHOR_NATION_NAME,LAST_AUTHOR_COUNTRY_PROBABILITY_NAME,LAST_AUTHOR_NATION_STATUS_NAME,LAST_AUTHOR_NATION_SURNAME,LAST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,LAST_AUTHOR_NATION_STATUS_SURNAME,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS,LAST_AUTHOR_SELECTED_NATION_CATEGORY
PICKLE 3.0: Enriching the human Meta-database with the mouse protein interactome extended via mouse-human orthology.,Georgios N Dimitrakopoulos,Georgios N,Nicholas K Moschonas,Nicholas K,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
PIM kinases regulate early human Th17 cell differentiation.,Tanja Buchacher,Tanja,Riitta Lahesmaa,Riitta,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
PIPE-T: a new Galaxy tool for the analysis of RT-qPCR expression data.,Nicolò Zanardi,Nicolò,Davide Cangelosi,Davide,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
"PLAZA 4.0: an integrative resource for functional, evolutionary and comparative plant genomics.",Michiel Van Bel,Michiel,Klaas Vandepoele,Klaas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.97,PASS,
PLAZA 5.0: extending the scope and power of comparative and functional genomics in plants.,Michiel Van Bel,Michiel,Klaas Vandepoele,Klaas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.97,PASS,
PLIDflow: an open-source workflow for the online analysis of protein-ligand docking using galaxy.,Eugenia Ulzurrun,Eugenia,Oswaldo Trelles,Oswaldo,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
"PMut: a web-based tool for the annotation of pathological variants on proteins, 2017 update.",Víctor López-Ferrando,Víctor,Josep Ll Gelpí,Josep Ll,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
PPanGGOLiN: Depicting microbial diversity via a partitioned pangenome graph.,Guillaume Gautreau,Guillaume,David Vallenet,David,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
"PREGO: A Literature and Data-Mining Resource to Associate Microorganisms, Biological Processes, and Environment Types.",Haris Zafeiropoulos,Haris,Evangelos Pafilis,Evangelos,PASS,,,,,,,male,0.98,PASS,,,,,,,,male,1.0,PASS,
PRL-1/2 phosphatases control TRPM7 magnesium-dependent function to regulate cellular bioenergetics.,Serge Hardy,Serge,Michel L Tremblay,Michel L,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
PROMIDISα: A T-cell receptor α signature associated with immunodeficiencies caused by V(D)J recombination defects.,Aurélie Berland,Aurélie,Jean-Pierre de Villartay,Jean-Pierre,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.62,PASS,
PaNOSC/ExPaNDS Science Projects for EOSC Future (WP6.3): Demonstrating EOSC Value through cross-domain Research Science Projects,Miguel Angel Gonzalez,Miguel Angel,Giuseppe La Rocca,Giuseppe,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Pan-Genome of the Genus Streptomyces and Prioritization of Biosynthetic Gene Clusters With Potential to Produce Antibiotic Compounds.,Carlos Caicedo-Montoya,Carlos,Rigoberto Ríos-Estepa,Rigoberto,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Pancancer survival analysis of cancer hallmark genes.,Ádám Nagy,Ádám,Balázs Győrffy,Balázs,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Pancreas Whole Tissue Transcriptomics Highlights the Role of the Exocrine Pancreas in Patients With Recently Diagnosed Type 1 Diabetes.,Tommi Välikangas,Tommi,Riitta Lahesmaa,Riitta,PASS,,,,,,,male,0.96,PASS,,,,,,,,female,0.99,PASS,
Pancreatic cancer symptom trajectories from Danish registry data and free text in electronic health records.,Jessica Xin Hjaltelin,Jessica Xin,Søren Brunak,Søren,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Pannonibacter anstelovis sp. nov. Isolated from Two Cases of Bloodstream Infections in Paediatric Patients.,Stefano Castellana,Stefano,Antonio Parisi,Antonio,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Papyrus: a large-scale curated dataset aimed at bioactivity predictions.,O J M Béquignon,O J M,G J P van Westen,G J P,PASS,,,,,,,male,0.72,PASS,,,,,,,,male,0.78,PASS,
Paramagnetic Properties of a Crystalline Iron-Sulfur Protein by Magic-Angle Spinning NMR Spectroscopy.,Andrea Bertarello,Andrea,Claudio Luchinat,Claudio,PASS,,,,,,,female,0.69,PASS,,,,,,,,male,1.0,PASS,
Parental Access to Children's Raw Genomic Data in Canada: Legal Rights and Professional Responsibility.,Michael J S Beauvais,Michael J S,Bartha Maria Knoppers,Bartha Maria,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Parents of early-maturing girls die younger.,Peeter Hõrak,Peeter,Tanel Kaart,Tanel,PASS,,,,,,,male,0.98,PASS,,,,,,,,male,0.96,PASS,
Parity associates with chromosomal damage in uterine leiomyomas.,Heli Kuisma,Heli,Lauri A Aaltonen,Lauri A,PASS,,,,,,,female,0.78,PASS,,,,,,,,female,1.0,PASS,
Pathogen recognition in compatible plant-microbe interactions.,Fabio Rezzonico,Fabio,Johannes Fahrentrapp,Johannes,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Patient Dossier: Healthcare queries over distributed resources.,Miguel Vazquez,Miguel,Alfonso Valencia,Alfonso,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
"Patient-initiated conference focuses on bridging gaps between patients, clinicians and scientists in the field of rare neurotransmitter-related disorders.",Claudio Cinquemani,Claudio,Thomas Opladen,Thomas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
"Patient-reported, health economic and psychosocial outcomes in patients with Friedreich ataxia (PROFA): protocol of an observational study using momentary data assessments via mobile health app.",Maresa Buchholz,Maresa,Bernhard Michalowsky,Bernhard,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Patients' IgLON5 autoantibodies interfere with IgLON5-protein interactions.,Jon Landa,Jon,Lidia Sabater,Lidia,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
Patrilocality and hunter-gatherer-related ancestry of populations in East-Central Europe during the Middle Bronze Age.,Maciej Chyleński,Maciej,Helena Malmström,Helena,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Patterns of Equine Small Strongyle Species Infection after Ivermectin Intervention in Thailand: Egg Reappearance Period and Nemabiome Metabarcoding Approach.,Mohamed H Hamad,Mohamed H,Piyanan Taweethavonsawat,Piyanan,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.81,PASS,
Patterns of database citation in articles and patents indicate long-term scientific and industry value of biological data resources.,David Bousfield,David,Niklas Blomberg,Niklas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Pediatric Clinical Research Networks: Role in Accelerating Development of Therapeutics in Children.,Rachel G Greenberg,Rachel G,Thierry Lacaze-Masmonteil,Thierry,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Performance assessment of ontology matching systems for FAIR data.,Philip van Damme,Philip,Ronald Cornet,Ronald,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Performance of Web tools for predicting changes in protein stability caused by mutations.,Anna Marabotti,Anna,Angelo Facchiano,Angelo,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Peripheral temperature dysregulation associated with functionally altered NaV1.8 channels.,Simon Loose,Simon,Enrico Leipold,Enrico,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Perk Ablation Ameliorates Myelination in S63del-Charcot-Marie-Tooth 1B Neuropathy.,Nicolò Musner,Nicolò,Lawrence Wrabetz,Lawrence,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
PersonALL: a genetic scoring guide for personalized risk assessment in pediatric B-cell precursor acute lymphoblastic leukemia.,Gábor Bedics,Gábor,Donát Alpár,Donát,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Personal Health Train Architecture with Dynamic Cloud Staging.,Luiz Olavo Bonino da Silva Santos,Luiz Olavo,Renata Silva Souza Guizzardi,Renata,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
Perspectives on automated composition of workflows in the life sciences.,Anna-Lena Lamprecht,Anna-Lena,Katherine Wolstencroft,Katherine,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
Peryton: a manual collection of experimentally supported microbe-disease associations.,Giorgos Skoufos,Giorgos,Artemis G Hatzigeorgiou,Artemis G,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
PhD-SNPg: updating a webserver and lightweight tool for scoring nucleotide variants.,Emidio Capriotti,Emidio,Piero Fariselli,Piero,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
PharmacoNER Tagger: a deep learning-based tool for automatically finding chemicals and drugs in Spanish medical texts.,Jordi Armengol-Estapé,Jordi,Martin Krallinger,Martin,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Pharmacological inactivation of the prion protein by targeting a folding intermediate.,Giovanni Spagnolli,Giovanni,Emiliano Biasini,Emiliano,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Pharmacophore-Aided Virtual Screening and Molecular Dynamics Simulation Identifies TrkB Agonists for Treatment of CDKL5-Deficiency Disorders.,Ibitayo Abigail Ademuwagun,Ibitayo Abigail,Ezekiel Adebiyi,Ezekiel,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.98,PASS,
Pheno-seq - linking visual features and gene expression in 3D cell culture systems.,Stephan M Tirier,Stephan M,Christian Conrad,Christian,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
PhenoMeNal: processing and analysis of metabolomics data in the cloud.,Kristian Peters,Kristian,Christoph Steinbeck,Christoph,PASS,,,,,,,male,0.97,PASS,,,,,,,,male,1.0,PASS,
Phenotype databases for genetic screens in human cells.,Benedikt Rauscher,Benedikt,Michael Boutros,Michael,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Phenotypic features of RETREG1-related hereditary sensory autonomic neuropathy.,Arman Çakar,Arman,Yeşim Parman,Yeşim,PASS,,,,,,,male,0.98,PASS,,,,,,,,female,0.98,PASS,
PhosPiR: an automated phosphoproteomic pipeline in R.,Ye Hong,Ye,Laura L Elo,Laura L,PASS,,,,,,,male,0.57,PASS,,,,,,,,female,1.0,PASS,
Phylogenetic Analysis of the 2020 West Nile Virus (WNV) Outbreak in Andalusia (Spain),Carlos Casimiro-Soriguer,Carlos,Sara Sanbonmatsu-Gámez,Sara,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.98,PASS,
Phylogenetic Analysis of the 2020 West Nile Virus (WNV) Outbreak in Andalusia (Spain).,Carlos S Casimiro-Soriguer,Carlos S,Sara Sanbonmatsu-Gámez,Sara,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.98,PASS,
Physicochemical Properties of Liquid Infant Formula Stored at Different Temperatures.,Chan Won Seo,Chan Won,Shin Ho Kang,Shin Ho,PASS,,,,,,,male,0.79,PASS,,,,,,,,male,1.0,PASS,
PiGx: reproducible genomics analysis pipelines with GNU Guix.,Ricardo Wurmus,Ricardo,Altuna Akalin,Altuna,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.79,PASS,
Pilot study on circulating miRNA signature in children with obesity born small for gestational age and appropriate for gestational age.,F Marzano,F,A Tullo,A,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
"Plant genome sequence assembly in the era of long reads: Progress, challenges and future directions.",Boas Pucker,Boas,Bo Xu,Bo,PASS,,,,,,,male,0.93,PASS,,,,,,,,male,0.77,PASS,
Plasma Vitamin C Concentrations and Cognitive Function: A Cross-Sectional Study.,Nikolaj Travica,Nikolaj,Andrew Pipingas,Andrew,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
PlasmiR: A Manual Collection of Circulating microRNAs of Prognostic and Diagnostic Value.,Spyros Tastsoglou,Spyros,Artemis G Hatzigeorgiou,Artemis G,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Plasmid-Encoded Transferable mecB-Mediated Methicillin Resistance in Staphylococcus aureus.,Karsten Becker,Karsten,Georg Peters,Georg,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
Plasmodium palmitoylation machinery engineered in E. coli for high-throughput screening of palmitoyl acyl-transferase inhibitors.,Preeti Yadav,Preeti,Shailja Singh,Shailja,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.94,PASS,
Plasmonic Circular Dichroism in Chiral Gold Nanowire Dimers.,Daniele Toffoli,Daniele,Alessandro Fortunelli,Alessandro,PASS,,,,,,,male,0.92,PASS,,,,,,,,male,1.0,PASS,
Plastomes of Garcinia mangostana L. and Comparative Analysis with Other Garcinia Species.,Ching-Ching Wee,Ching-Ching,Hoe-Han Goh,Hoe-Han,PASS,,,,,,,female,0.64,PASS,,,,,,,,male,0.71,PASS,
Poly-N-Acetyllactosamine Neo-Glycoproteins as Nanomolar Ligands of Human Galectin-3: Binding Kinetics and Modeling.,Ladislav Bumba,Ladislav,Pavla Bojarová,Pavla,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.99,PASS,
PolySTest: Robust Statistical Testing of Proteomics Data with Missing Values Improves Detection of Biologically Relevant Features.,Veit Schwämmle,Veit,Ole N Jensen,Ole N,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.98,PASS,
Polygenic scores for smoking and educational attainment have independent influences on academic success and adjustment in adolescence and educational attainment in adulthood.,Brian M Hicks,Brian M,Scott I Vrieze,Scott I,PASS,,,,,,,male,0.91,PASS,,,,,,,,male,1.0,PASS,
Polymyxin Resistance in Salmonella: Exploring Mutations and Genetic Determinants of Non-Human Isolates.,Thais Vieira,Thais,Monique Ribeiro Tiba-Casas,Monique Ribeiro,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
Pooling of samples to optimise SARS-CoV-2 detection in nasopharyngeal swabs and gargle lavage self-samples for covid-19 diagnostics and surveillance.,Ondrej Bouska,Ondrej,Marian Hajduch,Marian,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,0.75,PASS,
Population Genomics Insights into the First Wave of COVID-19.,Maria Vasilarou,Maria,Pavlos Pavlidis,Pavlos,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
Positive selection and convergent evolution shape molecular phenotypic traits of innate immunity receptors in tits (Paridae).,Martin Těšický,Martin,Michal Vinkler,Michal,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.91,PASS,
Postcopulatory sexual selection reduces Z-linked genetic variation and might contribute to the large Z effect in passerine birds.,Václav Janoušek,Václav,Radka Reifová,Radka,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
Postnatal persistence of hippocampal Cajal-Retzius cells has a crucial role in the establishment of the hippocampal circuit.,Ingvild Lynneberg Glærum,Ingvild Lynneberg,Giulia Quattrocolo,Giulia,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
Potential Association of Cytochrome P450 Copy Number Alteration in Tumour with Chemotherapy Resistance in Lung Adenocarcinoma Patients.,Evelyn Incze,Evelyn,Katalin Monostory,Katalin,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
Potential Transcriptional Biomarkers to Guide Glucocorticoid Replacement in Autoimmune Addison's Disease.,Åse Bjorvatn Sævik,Åse Bjorvatn,Marianne Øksnes,Marianne,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
Potential new treatment strategies for COVID-19: is there a role for bromhexine as add-on therapy?,Markus Depfenhart,Markus,Salvatore Di Somma,Salvatore,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Potential role of the X circular code in the regulation of gene expression.,Julie D Thompson,Julie D,Christian J Michel,Christian J,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
Practical Computational Reproducibility in the Life Sciences.,Björn Grüning,Björn,James Taylor,James,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Prader-Willi syndrome and Angelman syndrome: Visualisation of the molecular pathways for two chromosomal disorders.,Friederike Ehrhart,Friederike,Leopold M G Curfs,Leopold M G,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,0.99,PASS,
PrankWeb 3: accelerated ligand-binding site predictions for experimental and modelled protein structures.,David Jakubec,David,David Hoksza,David,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
PrankWeb: a web server for ligand binding site prediction and visualization.,Lukas Jendele,Lukas,David Hoksza,David,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Pre-Synaptic GABAA in NaV1.8+ Primary Afferents Is Required for the Development of Punctate but Not Dynamic Mechanical Allodynia following CFA Inflammation.,Sheng Liu,Sheng,Richard Carr,Richard,PASS,,,,,,,male,0.72,PASS,,,,,,,,male,1.0,PASS,
Precision mouse models of Yars/dominant intermediate Charcot-Marie-Tooth disease type C and Sptlc1/hereditary sensory and autonomic neuropathy type 1.,Timothy J Hines,Timothy J,Robert W Burgess,Robert W,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.98,PASS,
Precursor Intensity-Based Label-Free Quantification Software Tools for Proteomic and Multi-Omic Analysis within the Galaxy Platform.,Subina Mehta,Subina,Pratik D Jagtap,Pratik D,PASS,,,,,,,female,0.9,PASS,,,,,,,,male,1.0,PASS,
PredictProtein - Predicting Protein Structure and Function for 29 Years.,Michael Bernhofer,Michael,Burkhard Rost,Burkhard,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
PredictSNP2: A Unified Platform for Accurately Evaluating SNP Effects by Exploiting the Different Characteristics of Variants in Distinct Genomic Regions.,Jaroslav Bendl,Jaroslav,Jan Brezovský,Jan,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.89,PASS,
Predictable Irreversible Switching Between Acute and Chronic Inflammation.,Abulikemu Abudukelimu,Abulikemu,Hans V Westerhoff,Hans V,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Predicting potential drug-drug interactions on topological and semantic similarity features using statistical learning.,Andrej Kastrin,Andrej,Brane Leskošek,Brane,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.98,PASS,
Predicting runtimes of bioinformatics tools based on historical data: five years of Galaxy usage.,Anastasia Tyryshkina,Anastasia,Anton Nekrutenko,Anton,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Prediction and Ranking of Biomarkers Using multiple UniReD.,Ismini Baltsavia,Ismini,Ioannis Iliopoulos,Ioannis,PASS,,,,,,,female,0.96,PASS,,,,,,,,male,1.0,PASS,
Prediction of incident cardiovascular events using machine learning and CMR radiomics.,Esmeralda Ruiz Pujadas,Esmeralda Ruiz,Karim Lekadir,Karim,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.98,PASS,
Predictive Value of MRP-1 in Localized High-Risk Soft Tissue Sarcomas: A Translational Research Associated to ISG-STS 1001 Randomized Phase III Trial.,Javier Martin-Broto,Javier,Alessandro Gronchi,Alessandro,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
Predictive biomarkers of immunotherapy response with pharmacological applications in solid tumors.,Szonja Anna Kovács,Szonja Anna,Balázs Győrffy,Balázs,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
"Premature Death, Suicide, and Nonlethal Intentional Self-Harm After Psychiatric Discharge.",Philippe Mortier,Philippe,Jordi Alonso,Jordi,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Preparation of Viable Human Neurites for Neurobiological and Neurodegeneration Studies.,Markus Brüll,Markus,Marcel Leist,Marcel,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.98,PASS,
"Preparing n-of-1 Antisense Oligonucleotide Treatments for Rare Neurological Diseases in Europe: Genetic, Regulatory, and Ethical Perspectives.",Matthis Synofzik,Matthis,Annemieke Aartsma-Rus,Annemieke,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
Prevalence and Genomic Structure of Bacteriophage phi3 in Human-Derived Livestock-Associated Methicillin-Resistant Staphylococcus aureus Isolates from 2000 to 2015.,Sarah van Alen,Sarah,Karsten Becker,Karsten,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
Prevalence of SARS-CoV-2 infection in the Luxembourgish population: the CON-VINCE study.,Chantal Snoeck,Chantal,Rejko Krüger,Rejko,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
"Prevalence, clinical impact and costs of hyperkalaemia: Special focus on heart failure.",Aldo P Maggioni,Aldo P,Nello Martini,Nello,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
"Prevalence, prescriptions, outcomes and costs of type 2 diabetes patients with or without prior coronary artery disease or stroke: a longitudinal 5-year claims-data analysis of over 7 million inhabitants.",Aldo Pietro Maggioni,Aldo Pietro,Nello Martini,Nello,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
Primary mitochondrial myopathy: 12-month follow-up results of an Italian cohort.,V Montano,V,Michelangelo Mancuso,Michelangelo,PASS,,,,,,,,,PASS,,,,,,,,male,1.0,PASS,
Principles of Cell Circuits for Tissue Repair and Fibrosis.,Miri Adler,Miri,Uri Alon,Uri,PASS,,,,,,,female,0.78,PASS,,,,,,,,male,0.95,PASS,
Prioritization of oligogenic variant combinations in whole exomes.,Barbara Gravel,Barbara,Tom Lenaerts,Tom,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
Privacy risks of whole-slide image sharing in digital pathology.,Petr Holub,Petr,Tomáš Brázdil,Tomáš,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
Pro-biomics: Omics Technologies To Unravel the Role of Probiotics in Health and Disease.,Despoina Eugenia Kiousi,Despoina Eugenia,Alex Galanis,Alex,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.95,PASS,
Pro-inflammatory fatty acid profile and colorectal cancer risk: A Mendelian randomisation analysis.,Sebastian May-Wilson,Sebastian,Richard S Houlston,Richard S,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
