PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS
Massive NGS data analysis reveals hundreds of potential novel gene fusions in human cell lines.,Silvia Gioiosa,Silvia,Tiziana Castrignanò,Tiziana,PASS,female,1.0,PASS,female,1.0,PASS
Maternal age affects equine day 8 embryo gene expression both in trophoblast and inner cell mass.,Emilie Derisoud,Emilie,Pascale Chavatte-Palmer,Pascale,PASS,female,0.99,PASS,female,0.99,PASS
"Mathematical modelling of the internal circulation anaerobic reactor by Anaerobic Digestion Model No. 1, simultaneously combined with hydrodynamics.",Yifeng Huang,Yifeng,Yan Wang,Yan,PASS,male,0.84,PASS,male,0.58,PASS
MatrixDB: integration of new data with a focus on glycosaminoglycan interactions.,Olivier Clerc,Olivier,Sylvie Ricard-Blum,Sylvie,PASS,male,0.99,PASS,female,0.99,PASS
Measurement of local resolution in electron tomography.,J L Vilas,J L,C O S Sorzano,C O S,PASS,male,0.94,PASS,male,0.71,PASS
Measures for interoperability of phenotypic data: minimum information requirements and formatting.,Hanna Ćwiek-Kupczyńska,Hanna,Paweł Krajewski,Paweł,PASS,female,0.96,PASS,male,1.0,PASS
Measuring local-directional resolution and local anisotropy in cryo-EM maps.,Jose Luis Vilas,Jose Luis,Carlos Oscar S Sorzano,Carlos Oscar S,PASS,male,1.0,PASS,male,1.0,PASS
Measuring outcomes and impact from the BioHackathon Europe,Leyla Jael Castro,Leyla Jael,Dietrich Rebholz-Schuhmann,Dietrich,PASS,female,0.98,PASS,male,0.94,PASS
MechRNA: prediction of lncRNA mechanisms from RNA-RNA and RNA-protein interactions.,Alexander R Gawronski,Alexander R,Rolf Backofen,Rolf,PASS,male,0.91,PASS,male,1.0,PASS
Mechanism of the Kinugasa Reaction Revisited.,Stefano Santoro,Stefano,Fahmi Himo,Fahmi,PASS,male,1.0,PASS,male,0.98,PASS
Mechanisms Through Which Some Mitochondria-Generated Metabolites Act as Second Messengers That Are Essential Contributors to the Aging Process in Eukaryotes Across Phyla.,Paméla Dakik,Paméla,Vladimir I Titorenko,Vladimir I,PASS,female,0.99,PASS,male,1.0,PASS
Mechanisms of the host immune response and helminth-induced pathology during Trichobilharzia regenti (Schistosomatidae) neuroinvasion in mice.,Tomáš Macháček,Tomáš,Petr Horák,Petr,PASS,male,1.0,PASS,male,0.99,PASS
"Mechanistic Analysis of Alkyne Haloboration: A DFT, MP2, and DLPNO-CCSD(T) Study.",Jakub Stošek,Jakub,Markéta Munzarová,Markéta,PASS,male,1.0,PASS,female,1.0,PASS
Mechanistic Models of Signaling Pathways Reveal the Drug Action Mechanisms behind Gender-Specific Gene Expression for Cancer Treatments.,Cankut Çubuk,Cankut,Joaquín Dopazo,Joaquín,PASS,male,0.99,PASS,male,0.99,PASS
Mechanistic modeling of the SARS-CoV-2 disease map.,Kinza Rian,Kinza,Joaquín Dopazo,Joaquín,PASS,female,0.96,PASS,male,0.99,PASS
Mechanistic models of signaling pathways deconvolute the glioblastoma single-cell functional landscape.,Matías M Falco,Matías M,Joaquín Dopazo,Joaquín,PASS,male,1.0,PASS,male,0.99,PASS
Medical treatment in infants and young children with epilepsy: Off-label use of antiseizure medications. Survey Report of ILAE Task Force Medical Therapies in Children.,Jo Sourbron,Jo,Lieven Lagae,Lieven,PASS,female,0.76,PASS,male,0.99,PASS
Mega-sized pericentromeric blocks of simple telomeric repeats and their variants reveal patterns of chromosome evolution in ancient Cycadales genomes.,Radka Vozárová,Radka,Aleš Kovařík,Aleš,PASS,female,0.99,PASS,male,1.0,PASS
Mendelian randomisation analysis strongly implicates adiposity with risk of developing colorectal cancer.,David Jarvis,David,Richard S Houlston,Richard S,PASS,male,1.0,PASS,male,1.0,PASS
Mendelian randomisation implicates hyperlipidaemia as a risk factor for colorectal cancer.,Henry Rodriguez-Broadbent,Henry,Richard S Houlston,Richard S,PASS,male,0.99,PASS,male,1.0,PASS
"Messenger RNAs of Yeast Virus-Like Elements Contain Non-templated 5' Poly(A) Leaders, and Their Expression Is Independent of eIF4E and Pab1.",Václav Vopálenský,Václav,Martin Pospíšek,Martin,PASS,male,1.0,PASS,male,0.99,PASS
MetaCOXI: an integrated collection of metazoan mitochondrial cytochrome oxidase subunit-I DNA sequences.,Bachir Balech,Bachir,Monica Santamaria,Monica,PASS,male,0.98,PASS,female,1.0,PASS
MetaDEGalaxy: Galaxy workflow for differential abundance analysis of 16s metagenomic data.,Mike W C Thang,Mike W C,Matt A Field,Matt A,PASS,male,1.0,PASS,male,1.0,PASS
MetaShot: an accurate workflow for taxon classification of host-associated microbiome from shotgun metagenomic data.,B Fosso,B,G Pesole,G,PASS,,,PASS,,,PASS
MetaboLights: open data repository for metabolomics.,Ozgur Yurekten,Ozgur,Claire O'Donovan,Claire,PASS,male,0.96,PASS,female,1.0,PASS
MetaboMAPS: Pathway sharing and multi-omics data visualization in metabolic context.,Julia Koblitz,Julia,Meina Neumann-Schaal,Meina,PASS,female,0.99,PASS,female,0.94,PASS
Metabolic Fingerprint of Chronic Obstructive Lung Diseases: A New Diagnostic Perspective.,Dimitris Tsoukalas,Dimitris,Aristides Tsatsakis,Aristides,PASS,male,1.0,PASS,male,1.0,PASS
Metabolic Profiling Indicates Diversity in the Metabolic Physiologies Associated With Maternal Postpartum Depressive Symptoms.,Emma Bränn,Emma,Alkistis Skalkidou,Alkistis,PASS,female,0.97,PASS,female,0.99,PASS
Metabolic drift in the aging nervous system is reflected in human cerebrospinal fluid.,Kristian Peters,Kristian,Kim Kultima,Kim,PASS,male,0.97,PASS,female,0.75,PASS
Metabolic reprogramming by Acly inhibition using SB-204990 alters glucoregulation and modulates molecular mechanisms associated with aging.,Alejandro Sola-García,Alejandro,Alejandro Martín-Montalvo,Alejandro,PASS,male,1.0,PASS,male,1.0,PASS
Metabolomic analysis of dietary-restriction-induced attenuation of sarcopenia in prematurely aging DNA repair-deficient mice.,Yupeng He,Yupeng,Thomas Hankemeier,Thomas,PASS,male,0.91,PASS,male,1.0,PASS
Metadata for BioHackrXiv Markdown publications,Pjotr Prins,Pjotr,Toshiaki Katayama,Toshiaki,PASS,male,0.99,PASS,male,1.0,PASS
Metadata handling for BioHackathon publications through BioHackrXiv,Mats Perk,Mats,Pjotr Prins,Pjotr,PASS,male,1.0,PASS,male,0.99,PASS
Metadata integrity in bioinformatics: Bridging the gap between data and knowledge.,Aylin Caliskan,Aylin,Thomas Dandekar,Thomas,PASS,female,0.98,PASS,male,1.0,PASS
"Metagenome-assembled genome of withering syndrome causative agent, ""Candidatus Xenohaliotis californiensis,"" from endangered white abalone (Haliotis sorenseni).",Emily Kunselman,Emily,Jack Gilbert,Jack,PASS,female,1.0,PASS,male,0.99,PASS
"Metagenomics analysis of gut microbiota in response to diet intervention and gestational diabetes in overweight and obese women: a randomised, double-blind, placebo-controlled clinical trial.",Kati Mokkala,Kati,Kirsi Laitinen,Kirsi,PASS,female,0.98,PASS,female,0.99,PASS
"Metaproteome analysis reveals that syntrophy, competition, and phage-host interaction shape microbial communities in biogas plants.",R Heyer,R,U Reichl,U,PASS,,,PASS,,,PASS
Metaproteomic analysis of nasopharyngeal swab samples to identify microbial peptides and potential co-infection status in COVID-19 patients,Surbhi Bihani,Surbhi,Pratik Jagtap,Pratik,PASS,female,1.0,PASS,male,1.0,PASS
Methanobrevibacter massiliense and Pyramidobacter piscolens Co-Culture Illustrates Transkingdom Symbiosis.,Virginie Pilliol,Virginie,Elodie Terrer,Elodie,PASS,female,0.99,PASS,female,0.99,PASS
Methionine Cycle Rewiring by Targeting miR-873-5p Modulates Ammonia Metabolism to Protect the Liver from Acetaminophen.,Rubén Rodríguez-Agudo,Rubén,María Luz Martínez-Chantar,María Luz,PASS,male,1.0,PASS,female,0.99,PASS
Methplotlib: analysis of modified nucleotides from nanopore sequencing.,Wouter De Coster,Wouter,Mojca Strazisar,Mojca,PASS,male,1.0,PASS,female,0.99,PASS
Methylation profiling identifies two subclasses of squamous cell carcinoma related to distinct cells of origin.,Manuel Rodríguez-Paredes,Manuel,Frank Lyko,Frank,PASS,male,0.99,PASS,male,1.0,PASS
Methyltransferase-like (METTL) homologues participate in Nicotiana benthamiana antiviral responses.,Jianying Yue,Jianying,Mingmin Zhao,Mingmin,PASS,female,0.75,PASS,female,0.54,PASS
"MiOS, an integrated imaging and computational strategy to model gene folding with nucleosome resolution.",Maria Victoria Neguembor,Maria Victoria,Maria Pia Cosma,Maria Pia,PASS,female,0.99,PASS,female,1.0,PASS
"MiSynPat: An integrated knowledge base linking clinical, genetic, and structural data for disease-causing mutations in human mitochondrial aminoacyl-tRNA synthetases.",Luc Moulinier,Luc,Marie Sissler,Marie,PASS,male,0.99,PASS,female,0.99,PASS
Micro-CT image gallery visually presenting the effects of ocean warming and acidification on marine gastropod shells.,Eva Chatzinikolaou,Eva,Christos Arvanitidis,Christos,PASS,female,0.99,PASS,male,1.0,PASS
MicroRNA dilution during oocyte growth disables the microRNA pathway in mammalian oocytes.,Shubhangini Kataruka,Shubhangini,Petr Svoboda,Petr,PASS,female,0.9,PASS,male,0.99,PASS
MicroScope in 2017: an expanding and evolving integrated resource for community expertise of microbial genomes.,David Vallenet,David,Claudine Médigue,Claudine,PASS,male,1.0,PASS,female,0.99,PASS
MicroScope-an integrated resource for community expertise of gene functions and comparative analysis of microbial genomic and metabolic data.,Claudine Médigue,Claudine,David Vallenet,David,PASS,female,0.99,PASS,male,1.0,PASS
"MicroScope: an integrated platform for the annotation and exploration of microbial gene functions through genomic, pangenomic and metabolic comparative analysis.",David Vallenet,David,Claudine Médigue,Claudine,PASS,male,1.0,PASS,female,0.99,PASS
Microbial Communities in Soils and Endosphere of Solanum tuberosum L. and their Response to Long-Term Fertilization.,Martina Kracmarova,Martina,Hana Stiborova,Hana,PASS,female,0.99,PASS,female,0.97,PASS
Microbial Resource Management for Ex Situ Biomethanation of Hydrogen at Alkaline pH.,Washington Logroño,Washington,Marcell Nikolausz,Marcell,PASS,male,1.0,PASS,male,0.92,PASS
"Microbial abundance, activity and population genomic profiling with mOTUs2.",Alessio Milanese,Alessio,Shinichi Sunagawa,Shinichi,PASS,male,0.99,PASS,male,0.99,PASS
Microbial co-occurrence network demonstrates spatial and climatic trends for global soil diversity.,Nikos Pechlivanis,Nikos,Fotis Psomopoulos,Fotis,PASS,male,0.99,PASS,male,0.99,PASS
Microbial diversity in four Mediterranean irciniid sponges.,Katerina Skaraki,Katerina,Georgios Kotoulas,Georgios,PASS,female,0.99,PASS,male,1.0,PASS
Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge).,Aurélien Lecoeuvre,Aurélien,Emmanuelle Gérard,Emmanuelle,PASS,male,1.0,PASS,female,0.98,PASS
"Microbiome as Mediator of Diet on Colorectal Cancer Risk: The Role of Vitamin D, Markers of Inflammation and Adipokines.",Davide Serrano,Davide,Sara Gandini,Sara,PASS,male,1.0,PASS,female,0.98,PASS
Mind the Gap: From Tool to Knowledge Base.,Michaela Th Mayrhofer,Michaela Th,Irene Schlünder,Irene,PASS,female,0.99,PASS,female,0.99,PASS
Mini-review: Recent advances in post-translational modification site prediction based on deep learning.,Lingkuan Meng,Lingkuan,Ka-Chun Wong,Ka-Chun,PASS,male,1.0,PASS,male,0.57,PASS
Minimal Functional Sites in Metalloproteins and Their Usage in Structural Bioinformatics.,Antonio Rosato,Antonio,Claudia Andreini,Claudia,PASS,male,0.99,PASS,female,0.99,PASS
Minimal information for Chemosensitivity assays (MICHA): A next-generation pipeline to enable the FAIRification of drug screening experiments,Ziaurrehman Tanoli,Ziaurrehman,Jing Tang,Jing,PASS,male,0.96,PASS,female,0.78,PASS
Minimal information for chemosensitivity assays (MICHA): a next-generation pipeline to enable the FAIRification of drug screening experiments.,Ziaurrehman Tanoli,Ziaurrehman,Jing Tang,Jing,PASS,male,0.96,PASS,female,0.78,PASS
Mining Real-World Big Data to Characterize Adverse Drug Reaction Quantitatively: Mixed Methods Study.,Qi-Xuan Yue,Qi-Xuan,Zhi-Liang Ji,Zhi-Liang,PASS,male,0.85,PASS,male,0.65,PASS
MirGeneDB 2.1: toward a complete sampling of all major animal phyla.,Bastian Fromm,Bastian,Kevin J Peterson,Kevin J,PASS,male,0.99,PASS,male,0.99,PASS
Missense mutation Q384K in the APOB gene affecting the large lipid transfer module of apoB reduces the secretion of apoB-100 in the liver without reducing the secretion of apoB-48 in the intestine.,Thea Bismo Strøm,Thea Bismo,Trond P Leren,Trond P,PASS,female,0.99,PASS,male,1.0,PASS
Missense3D-DB web catalogue: an atom-based analysis and repository of 4M human protein-coding genetic variants.,Tarun Khanna,Tarun,Alessia David,Alessia,PASS,male,1.0,PASS,female,0.99,PASS
Missing Heritability in Albinism: Deep Characterization of a Hungarian Albinism Cohort Raises the Possibility of the Digenic Genetic Background of the Disease.,Nikoletta Nagy,Nikoletta,Marta Szell,Marta,PASS,female,1.0,PASS,female,0.99,PASS
Mitochondrial Mutations Can Alter Neuromuscular Transmission in Congenital Myasthenic Syndrome and Mitochondrial Disease.,Kaela O'Connor,Kaela,Rita Horvath,Rita,PASS,female,0.99,PASS,female,0.99,PASS
Mitochondrial and Nuclear DNA Variants in Amyotrophic Lateral Sclerosis: Enrichment in the Mitochondrial Control Region and Sirtuin Pathway Genes in Spinal Cord Tissue.,Sharon Natasha Cox,Sharon Natasha,Graziano Pesole,Graziano,PASS,female,1.0,PASS,male,0.99,PASS
Mitochondrial genomes reveal an east to west cline of steppe ancestry in Corded Ware populations.,Anna Juras,Anna,Aleksander Kośko,Aleksander,PASS,female,0.99,PASS,male,1.0,PASS
Mitochondrial mutations in human cancer: Curation of translation.,Maϊwen Caudron-Herger,Maϊwen,Sven Diederichs,Sven,PASS,,0.0,PASS,male,1.0,PASS
Mitochondrial protein import determines lifespan through metabolic reprogramming and de novo serine biosynthesis.,Eirini Lionaki,Eirini,Nektarios Tavernarakis,Nektarios,PASS,female,0.99,PASS,male,0.99,PASS
Mitotic Spindle Attachment to the Holocentric Chromosomes of Cuscuta europaea Does Not Correlate With the Distribution of CENH3 Chromatin.,Ludmila Oliveira,Ludmila,Jiří Macas,Jiří,PASS,female,1.0,PASS,male,1.0,PASS
MoBIE: A Fiji plugin for sharing and exploration of multi-modal cloud-hosted big image data,Constantin Pape,Constantin,Christian Tischer,Christian,PASS,male,0.97,PASS,male,0.99,PASS
"MobiDB 3.0: more annotations for intrinsic disorder, conformational diversity and interactions in proteins.",Damiano Piovesan,Damiano,Silvio C E Tosatto,Silvio C E,PASS,male,1.0,PASS,male,1.0,PASS
MobiDB: intrinsically disordered proteins in 2021.,Damiano Piovesan,Damiano,Silvio C E Tosatto,Silvio C E,PASS,male,1.0,PASS,male,1.0,PASS
Mobilisation and analyses of publicly available SARS-CoV-2 data for pandemic responses,Nadim Rahman,Nadim,Guy Cochrane,Guy,PASS,male,0.97,PASS,male,0.99,PASS
Mobilisation and analyses of publicly available SARS-CoV-2 data for pandemic responses.,Nadim Rahman,Nadim,Guy Cochrane,Guy,PASS,male,0.97,PASS,male,0.99,PASS
Model-based translation of DNA damage signaling dynamics across cell types.,Muriel M Heldring,Muriel M,Joost B Beltman,Joost B,PASS,female,1.0,PASS,male,0.99,PASS
Modeling COVID-19 pandemic using Bayesian analysis with application to Slovene data.,Damjan Manevski,Damjan,Rok Blagus,Rok,PASS,male,1.0,PASS,male,0.91,PASS
Modeling and multi-objective optimization for ANAMMOX process under COD disturbance using hybrid intelligent algorithm.,Bin Xie,Bin,Ze-Yu Guan,Ze-Yu,PASS,male,0.95,PASS,male,0.92,PASS
Modeling cancer drug response through drug-specific informative genes.,Luca Parca,Luca,Manuela Helmer-Citterich,Manuela,PASS,male,0.97,PASS,female,0.99,PASS
Modeling quantitative traits for COVID-19 case reports,Núria Queralt-Rosinach,Núria,Paul Schofield,Paul,PASS,female,1.0,PASS,male,1.0,PASS
Modeling the Structure of Crystalline Alamethicin and Its NMR Chemical Shift Tensors.,Jiří Czernek,Jiří,Jiří Brus,Jiří,PASS,male,1.0,PASS,male,1.0,PASS
Modelling the direct virus exposure risk associated with respiratory events.,Jietuo Wang,Jietuo,Francesco Picano,Francesco,PASS,male,1.0,PASS,male,1.0,PASS
Modelling the effects of antimicrobial metaphylaxis and pen size on bovine respiratory disease in high and low risk fattening cattle.,Sébastien Picault,Sébastien,Sébastien Assié,Sébastien,PASS,male,1.0,PASS,male,1.0,PASS
Models of cell signaling uncover molecular mechanisms of high-risk neuroblastoma and predict disease outcome.,Marta R Hidalgo,Marta R,Joaquín Dopazo,Joaquín,PASS,female,1.0,PASS,male,0.99,PASS
Modification of Seurat v4 for the Development of a Phase Assignment Tool Able to Distinguish between G2 and Mitotic Cells.,Steven Watson,Steven,Ruth Thompson,Ruth,PASS,male,1.0,PASS,female,1.0,PASS
Modulated Electro-Hyperthermia Induces a Prominent Local Stress Response and Growth Inhibition in Mouse Breast Cancer Isografts.,Csaba András Schvarcz,Csaba András,Péter Hamar,Péter,PASS,male,1.0,PASS,male,0.99,PASS
Mol* Viewer: modern web app for 3D visualization and analysis of large biomolecular structures.,David Sehnal,David,Alexander S Rose,Alexander S,PASS,male,1.0,PASS,male,1.0,PASS
Mol* Volumes and Segmentations: visualization and interpretation of cell imaging data alongside macromolecular structure data and biological annotations.,Aliaksei Chareshneu,Aliaksei,David Sehnal,David,PASS,male,1.0,PASS,male,1.0,PASS
MolMeDB: Molecules on Membranes Database.,Jakub Juračka,Jakub,Karel Berka,Karel,PASS,male,1.0,PASS,male,0.96,PASS
Molecular Basis of SARS-CoV-2 Nsp1-Induced Immune Translational Shutdown as Revealed by All-Atom Simulations.,Jure Borišek,Jure,Alessandra Magistrato,Alessandra,PASS,male,0.97,PASS,female,1.0,PASS
Molecular Characterizations of the Coagulase-Negative Staphylococci Species Causing Urinary Tract Infection in Tanzania: A Laboratory-Based Cross-Sectional Study.,Shukrani Phillip,Shukrani,Stephen E Mshana,Stephen E,PASS,male,0.57,PASS,male,1.0,PASS
Molecular Docking and Dynamics Simulation Revealed the Potential Inhibitory Activity of New Drugs against Human Topoisomerase I Receptor.,Francesco Madeddu,Francesco,Raffaele Saladino,Raffaele,PASS,male,1.0,PASS,male,1.0,PASS
