author	gender_author	reasoning_author
John M Hancock	not retrievable	The name 'John' is commonly masculine, but the surname 'Hancock' does not provide any specific information about gender. It is also a relatively old-fashioned name, which makes it difficult to determine the author's gender.
Carole A Goble	female	The name contains a first initial 'C' which is commonly associated with female names in English-speaking countries. The name also follows the traditional structure of a female given name with a surname that is relatively common among women.
Marta Robledo	female	The name Marta ends with 'a', which is a common female suffix in many Spanish-speaking countries, suggesting that Marta may be a feminine given name.
Anke Becker	female	The name 'Anke' is a common German feminine given name, and combining it with the surname 'Becker', which is also commonly found in German-speaking countries, suggests that the author is likely female.
Adishesh K Narahari	male	The name has an Arabic prefix (Adis) and a Sanskrit suffix (-shesh), which is common in many Indian male names. Additionally, the word 'Narahari' means 'the one who takes a new birth', which is often associated with male Hindu deities.
Taison D Bell	not retrievable	
Taison D Bell	not retrievable	
Evelyn Berger-Sieczkowski	female	The name Evelyn is generally considered a female given name in English-speaking countries, and it has been associated with several well-known female authors. Additionally, the surnames Berger and Sieczkowski are also commonly found among females.
Romana Höftberger	female	Name 'Romana' often appears in female names, and the suffix '-a' is commonly found in feminine given names, particularly in European cultures.
Anna Verdino	female	The name 'Anna' is a female given name that is commonly found in many cultures. The surname 'Verdino' also has an Italian origin, where 'Verdi' is the male equivalent but 'Verdina' could have been used as well and in our case it ends with -o which is typical for a female's name in this culture.
Fotis E Psomopoulos	male	The name Fotis is a traditional Greek masculine name. The suffix 'E' is likely a shortened form of a surname or given name that also starts with 'E', and is commonly associated with men in Greece, such as Efthymios or Evathyios.
Kristýna Hlavatá	female	The name Kristýna is a common Czech female given name, which often has feminising suffixes and is often associated with traditionally feminine names.
Kristýna Hlavatá	female	The name Kristýna is a common Czech female given name, which often has feminising suffixes and is often associated with traditionally feminine names.
Shubhadip Chakraborty	male	The name Shubhadip is a Bengali given name, commonly found in India and Bangladesh, but the name also has the suffix 'Chakrabarti', which is often associated with male professionals.
Christine Joblin	female	The name 'Christine' is a traditionally feminine given name, and adding 'Joblin' does not suggest a different gender.
Dalibor Trapl	male	The name Dalibor is commonly associated with male names in Slavic cultures, particularly in Czech and Slovak traditions.
Vojtech Spiwok	male	The name provides a Eastern European, Slavic feel to the author's surname, which is often more common in males. The first and last names also contain a traditional male structure.
Sri Devan Appasamy	male	The name Sri is commonly used in Eastern cultures, particularly in Indian and Malaysian contexts. It is a masculine name that is often associated with Hindu culture, suggesting the author's likelihood to be male.
Alessia David	female	"The name ""Alessia"" is an Italian name that typically follows a feminine pattern, and “David” suggests it may have Hebrew root and could be associated with biblical names which more often are masculine but this might not affect gender assignment"
Michael J.E. Sternberg	male	The name 'Michael' is traditionally associated with males, along with the suffixes '-J.E.' (commonly used for Jewish families of European descent who anglicized their Jewish names after immigration to England) and possibly indicating the author may be male based on cultural or familial background associations.
Paul D Adams	not retrievable	The first name 'Paul' is traditionally male, but the surname 'D Adams' does not provide enough information to determine the gender. In some African cultures, the last name 'Adams' could be a common surname for both men and women.
Jasmine Y Young	female	The name 'Jasmine' is traditionally feminine in many cultures. The surname 'Young' also follows a common pattern of being associated with females.
